ProbeId	GeneId	GeneSymbol	GeneAccnum	GeneRefseqid	GeneEnsemblid	GeneName
40665_at	2328	FMO3	M83772	NA	NA	flavin containing monooxygenase 3
40687_at	2701	GJA4	M96789	NM_002060	NA	gap junction protein, alpha 4, 37kDa (connexin 37)
40829_at	23038	WDTC1	AB028960	NM_015023	NA	WD and tetratricopeptide repeats 1
40837_at	7089	TLE2	M99436	NM_003260	NA	transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila)
40850_at	23770	FKBP8	L37033	NM_012181	NA	FK506 binding protein 8, 38kDa
41037_at	7004	TEAD4	U63824	NA	NA	TEA domain family member 4
41047_at	79095	C9orf16	AI885170	NM_024112	NA	chromosome 9 open reading frame 16
41113_at	26048	ZNF500	AI871396	NM_021646	NA	zinc finger protein 500
41160_at	53615	MBD3	AC005943	NM_003926	NA	methyl-CpG binding domain protein 3
41220_at	10801	Septin 9	AB023208	NM_006640	NA	septin 9
41329_at	57147	SCYL3	AI458463	NA	NA	SCY1-like 3 (S. cerevisiae)
41386_i_at	23135	JMJD3	AB002344	XM_043272	NA	jumonji domain containing 3
41387_r_at	23135	JMJD3	AB002344	XM_043272	NA	jumonji domain containing 3
41397_at	55565	LOC55565	AF070588	NM_017530	NA	hypothetical protein LOC55565
41469_at	5266	PI3	L10343	NM_002638	NA	peptidase inhibitor 3, skin-derived (SKALP)
41512_at	8315	BRAP	AL042733	NM_006768	NA	BRCA1 associated protein
41553_at	734	C8orf1	AI738702	NM_004337	NA	Chromosome 8 open reading frame 1
41577_at	26051	PPP1R16B	AB020630	NM_015568	NA	protein phosphatase 1, regulatory (inhibitor) subunit 16B
41644_at	23328	SASH1	AB018333	NM_015278	NA	SAM and SH3 domain containing 1
41657_at	6794	STK11	AF035625	NM_000455	NA	serine/threonine kinase 11 (Peutz-Jeghers syndrome)
41660_at	9620	CELSR1	AL031588	NM_014246	NA	cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)
41856_at	219699	UNC5B	AL049370	NM_170744	NA	Unc-5 homolog B (C. elegans)
41858_at	27315	FRAG1	AL049261	NM_014489	NA	FGF receptor activating protein 1
42361_g_at	54535	CCHCR1	AI588986	NM_019052	NA	coiled-coil alpha-helical rod protein 1
43427_at	32	ACACB	AI970898	NM_001093	NA	acetyl-Coenzyme A carboxylase beta
43511_s_at	NA	NA	AI201594	NA	NA	MRNA; cDNA DKFZp762M127 (from clone DKFZp762M127)
43544_at	10025	THRAP5	AA314406	NM_005481	NA	thyroid hormone receptor associated protein 5
43934_at	56834	C11orf4	AA479495	NM_020155	NA	chromosome 11 hypothetical protein ORF4
43977_at	54929	FLJ20422	AI660497	NM_017814	NA	hypothetical protein FLJ20422
44040_at	150726	FBXO41	AA524093	XM_377742	NA	F-box protein 41
44065_at	84934	FLJ14827	AI937468	NM_032848	NA	hypothetical protein FLJ14827
44111_at	26276	VPS33B	AI672363	NM_018668	NA	vacuolar protein sorting 33B (yeast)
44120_at	90956	ADCK2	AI879381	NM_052853	NA	aarF domain containing kinase 2
44146_at	26205	GMEB2	AA045183	NM_012384	NA	glucocorticoid modulatory element binding protein 2
44563_at	55135	WDR79	AI858000	NM_018081	NA	WD repeat domain 79
44617_at	79676	FLJ13491	AI431902	NM_024623	NA	hypothetical protein FLJ13491
44654_at	92579	G6PC3	AI669655	NM_138387	NA	glucose 6 phosphatase, catalytic, 3
44669_at	NA	NA	N31716	NA	NA	Homo sapiens, clone IMAGE:3626627, mRNA
44673_at	6614	SN	N53555	NM_023068	NA	Sialoadhesin
44696_at	54662	TBC1D13	AA915989	NM_018201	NA	TBC1 domain family, member 13
44702_at	85360	SYDE1	R77097	NM_033025	NA	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)
44783_s_at	23462	HEY1	R61374	NM_012258	NA	hairy/enhancer-of-split related with YRPW motif 1
44790_s_at	80183	C13orf18	AI129310	NM_025113	NA	chromosome 13 open reading frame 18
44822_s_at	54531	KIAA1193	AW003889	NM_017550	NA	KIAA1193
45288_at	57406	ABHD6	AA209239	NM_020676	NA	abhydrolase domain containing 6
45297_at	30846	EHD2	AI417917	NM_014601	NA	EH-domain containing 2
45526_g_at	79903	FLJ14154	AI246641	NM_024845	NA	hypothetical protein FLJ14154
45572_s_at	26088	GGA1	AW009695	NA	NA	golgi associated, gamma adaptin ear containing, ARF binding protein 1
45633_at	64785	FLJ13912	AI421812	NM_022770	NA	hypothetical protein FLJ13912
45653_at	253980	KCTD13	AW026481	NM_178863	NA	potassium channel tetramerisation domain containing 13
45687_at	78994	MGC3121	AA161130	NM_024031	NA	hypothetical protein MGC3121
45714_at	54985	HCFC1R1	AA436930	NA	NA	host cell factor C1 regulator 1 (XPO1 dependant)
45749_at	79567	FAM65A	AA400206	NM_024519	NA	family with sequence similarity 65, member A
45828_at	55101	FLJ10241	AI768100	NM_018035	NA	hypothetical protein FLJ10241
46142_at	64788	FLJ12681	AI003763	NM_022773	NA	hypothetical protein FLJ12681
46167_at	NA	NA	W22690	NA	NA	NA
46256_at	90864	SPSB3	AA522670	NM_080861	NA	splA/ryanodine receptor domain and SOCS box containing 3
46270_at	51271	UBAP1	AL039447	NM_016525	NA	ubiquitin associated protein 1
46323_at	124583	CANT1	AL120741	NM_138793	NA	calcium activated nucleotidase 1
46665_at	54910	SEMA4C	AI949392	NM_017789	NA	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C
46947_at	54552	GNL3L	T87245	NM_019067	NA	Guanine nucleotide binding protein-like 3 (nucleolar)-like
47069_at	55615	PRR5	AA533284	NA	NA	proline rich protein 5
47083_at	79034	C7orf26	AI280108	NM_024067	NA	chromosome 7 open reading frame 26
47105_at	54920	DUS2L	AA886893	NM_017803	NA	dihydrouridine synthase 2-like (SMM1, S. cerevisiae)
47530_at	51531	C9orf156	AA748492	NM_016481	NA	chromosome 9 open reading frame 156
47550_at	11178	LZTS1	N21184	NM_021020	NA	leucine zipper, putative tumor suppressor 1
47553_at	25861	DFNB31	AA813332	NM_015404	NA	deafness, autosomal recessive 31
47560_at	22859	LPHN1	AI525402	NA	NA	latrophilin 1
47571_at	7776	ZNF236	AA004757	NM_007345	NA	zinc finger protein 236
47608_at	93643	TJAP1	AI697401	NM_080604	NA	tight junction associated protein 1 (peripheral)
47773_at	54455	FBXO42	AA836114	NM_018994	NA	F-box protein 42
48030_i_at	10826	C5orf4	H93077	NA	NA	chromosome 5 open reading frame 4
48031_r_at	10826	C5orf4	H93077	NA	NA	chromosome 5 open reading frame 4
48106_at	55652	FLJ20489	H14241	NM_017842	NA	hypothetical protein FLJ20489
48117_at	112869	LOC112869	AA160496	NM_138414	NA	hypothetical protein BC011981
48531_at	79155	TNIP2	AA522816	NM_024309	NA	TNFAIP3 interacting protein 2
48580_at	30827	CXXC1	U55777	NM_014593	NA	CXXC finger 1 (PHD domain)
48612_at	9683	N4BP1	AA225490	NM_153029	NA	Nedd4 binding protein 1
48659_at	60672	IIP45	W60802	NA	NA	invasion inhibitory protein 45
48808_at	1719	DHFR	AI144299	NM_000791	NA	dihydrofolate reductase
48825_at	51147	ING4	AA887083	NA	NA	inhibitor of growth family, member 4
49049_at	196403	DTX3	N92708	NM_178502	NA	deltex 3 homolog (Drosophila)
49051_g_at	196403	DTX3	N92708	NM_178502	NA	deltex 3 homolog (Drosophila)
49077_at	51400	PME-1	AL040538	NM_016147	NA	protein phosphatase methylesterase-1
49111_at	NA	NA	N80935	NA	NA	MRNA; cDNA DKFZp762M127 (from clone DKFZp762M127)
49306_at	83937	RASSF4	AI890191	NA	NA	Ras association (RalGDS/AF-6) domain family 4
49327_at	23410	SIRT3	AI492888	NA	NA	sirtuin (silent mating type information regulation 2 homolog) 3 (S. cerevisiae)
49329_at	84861	KLHL22	N38751	NM_032775	NA	kelch-like 22 (Drosophila)
49452_at	32	ACACB	AI057637	NM_001093	NA	acetyl-Coenzyme A carboxylase beta
49485_at	11108	PRDM4	W22625	NM_012406	NA	PR domain containing 4
49679_s_at	400843	LOC400843	AA243774	XM_378976	NA	hypothetical LOC400843
49878_at	9409	PEX16	AA523441	NA	NA	peroxisomal biogenesis factor 16
50221_at	7942	TFEB	AI524138	NM_007162	NA	transcription factor EB
50277_at	26088	GGA1	AW001443	NA	NA	golgi associated, gamma adaptin ear containing, ARF binding protein 1
50314_i_at	54976	C20orf27	AI761506	NM_017874	NA	chromosome 20 open reading frame 27
50374_at	339229	LOC339229	AA150503	NA	NA	hypothetical protein LOC339229
50376_at	55311	ZNF444	AI278629	NM_018337	NA	zinc finger protein 444
50400_at	196743	PAOX	AI743990	NA	NA	polyamine oxidase (exo-N4-amino)
50965_at	25837	RAB26	AI690165	NM_014353	NA	RAB26, member RAS oncogene family
51146_at	55650	PIGV	AA203365	NM_017837	NA	phosphatidylinositol glycan, class V
51158_at	400451	LOC400451	AI801973	NM_207446	NA	hypothetical gene supported by AK075564; BC060873
51176_at	9442	CRSP8	AA131335	NM_004269	NA	cofactor required for Sp1 transcriptional activation, subunit 8, 34kDa
51192_at	54961	SSH3	AA134926	NA	NA	slingshot homolog 3 (Drosophila)
51200_at	55049	FLJ20850	AI744084	NM_017967	NA	hypothetical protein FLJ20850
51226_at	389677	LOC389677	N53536	NM_203390	NA	RNA binding motif protein 12B
51228_at	389677	RBM12B	N36928	NM_203390	NA	RNA binding motif protein 12B
51774_s_at	222070	LOC222070	AW014299	NA	NA	hypothetical protein LOC222070
52005_at	58525	WIZ	AA422049	XM_372716	NA	widely-interspaced zinc finger motifs
52078_at	84065	C1orf160	AI828080	NM_032125	NA	chromosome 1 open reading frame 160
52159_at	51409	HEMK1	W93807	NM_016173	NA	HemK methyltransferase family member 1
52164_at	53838	C11orf24	AA065185	NM_022338	NA	chromosome 11 open reading frame 24
52169_at	92335	LYK5	AI302185	NA	NA	protein kinase LYK5
52255_s_at	50509	COL5A3	AI984221	NM_015719	NA	collagen, type V, alpha 3
52285_f_at	79959	C18orf9	AW002970	NM_024899	NA	chromosome 18 open reading frame 9
52651_at	1296	COL8A2	AI806793	NM_005202	NA	collagen, type VIII, alpha 2
52731_at	55626	FLJ20294	AI359466	NM_017749	NA	hypothetical protein FLJ20294
52741_at	115708	C14orf172	AI962879	NM_152307	NA	chromosome 14 open reading frame 172
52837_at	85352	KIAA1644	AL047020	XM_376018	NA	KIAA1644 protein
52940_at	59307	SIGIRR	AA085764	NM_021805	NA	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain
52975_at	89853	C9orf28	AA534894	NA	NA	chromosome 9 open reading frame 28
53071_s_at	79701	FLJ22222	AI885411	NA	NA	hypothetical protein FLJ22222
53076_at	11285	B4GALT7	AI040029	NM_007255	NA	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)
53202_at	79020	C7orf25	AA402435	NM_024054	NA	chromosome 7 open reading frame 25
53720_at	55337	FLJ11286	AI862559	NM_018381	NA	hypothetical protein FLJ11286
53912_at	29916	SNX11	AI668643	NA	NA	sorting nexin 11
53968_at	80789	KIAA1698	AI869988	NM_030628	NA	KIAA1698 protein
53987_at	57610	RANBP10	AL041852	NM_020850	NA	RAN binding protein 10
53991_at	27147	DENND2A	AA127623	NM_015689	NA	DENN/MADD domain containing 2A
54037_at	89781	HPS4	AL041451	NA	NA	Hermansky-Pudlak syndrome 4
54051_at	5316	PKNOX1	H59033	NA	NA	PBX/knotted 1 homeobox 1
54632_at	63892	THADA	AI286226	NA	NA	thyroid adenoma associated
54970_at	83637	DKFZp761I2123	AA868332	NA	NA	hypothetical protein DKFZp761I2123
55065_at	57787	MARK4	AL120554	NM_031417	NA	MAP/microtubule affinity-regulating kinase 4
55081_at	85377	MICAL-L1	W46406	NM_033386	NA	MICAL-like 1
55093_at	54480	CSGlcA-T	AA534198	NM_019015	NA	chondroitin sulfate glucuronyltransferase
55583_at	57572	DOCK6	AI198543	NM_020812	NA	dedicator of cytokinesis 6
55616_at	93210	PERLD1	AI703342	NM_033419	NA	per1-like domain containing 1
55662_at	79591	C10orf76	H27225	NM_024541	NA	chromosome 10 open reading frame 76
55692_at	63916	ELMO2	W22924	NA	NA	engulfment and cell motility 2 (ced-12 homolog, C. elegans)
55705_at	91300	C19orf22	W07773	NM_138774	NA	chromosome 19 open reading frame 22
55872_at	57473	GM632	AI493119	NM_020713	NA	KIAA1196 protein
56197_at	NA	NA	AI783924	NA	NA	NA
56256_at	51092	SIDT2	AA150165	NM_015996	NA	SID1 transmembrane family, member 2
56748_at	10107	TRIM10	X90539	NA	NA	tripartite motif-containing 10
56821_at	55238	FLJ10815	AI963454	NM_018231	NA	amino acid transporter
56829_at	83696	NIBP	H61826	NM_031466	NA	NIK and IKK{beta} binding protein
56919_at	57599	WDR48	AI806628	NM_020839	NA	WD repeat domain 48
57082_at	26119	LDLRAP1	AA169780	NM_015627	NA	low density lipoprotein receptor adaptor protein 1
57163_at	64834	ELOVL1	H93026	NM_022821	NA	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1
57516_at	92595	MGC13138	AA746290	NM_033410	NA	hypothetical protein MGC13138
57532_at	1856	DVL2	AW016304	NM_004422	NA	dishevelled, dsh homolog 2 (Drosophila)
57539_at	84619	ZGPAT	AA535065	NA	NA	zinc finger, CCCH-type with G patch domain
57540_at	64080	RBKS	AI823980	NM_022128	NA	ribokinase
57588_at	57419	SLC24A3	R62432	NM_020689	NA	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3
57703_at	205564	SENP5	N32782	NM_152699	NA	SUMO1/sentrin specific peptidase 5
57715_at	51063	FAM26B	W72694	NM_015916	NA	family with sequence similarity 26, member B
57739_at	373863	DND1	AI949010	NM_194249	NA	dead end homolog 1 (zebrafish)
58308_at	55223	TRIM62	R71157	NM_018207	NA	tripartite motif-containing 62
58367_s_at	79744	ZNF419	AA429615	NM_024691	NA	zinc finger protein 419
58696_at	54512	EXOSC4	AL039469	NM_019037	NA	exosome component 4
58780_s_at	55701	FLJ10357	R42449	NM_018071	NA	hypothetical protein FLJ10357
58900_at	222070	LOC222070	AW025284	NA	NA	hypothetical protein LOC222070
58916_at	65987	KCTD14	AI672101	NM_023930	NA	potassium channel tetramerisation domain containing 14
58994_at	54862	CC2D1A	AI689402	NM_017721	NA	coiled-coil and C2 domain containing 1A
59375_at	80022	MYO15B	AI825877	NA	NA	myosin XVB pseudogene
59433_at	286434	LOC286434	N32185	NA	NA	hypothetical protein LOC286434
59437_at	138162	C9orf116	AI830563	NM_144654	NA	chromosome 9 open reading frame 116
59625_at	8996	NOL3	AI912351	NM_003946	NA	nucleolar protein 3 (apoptosis repressor with CARD domain)
59631_at	114112	TXNRD3	AI247566	XM_051264	NA	thioredoxin reductase 3
59644_at	55589	BMP2K	AI735391	NA	NA	BMP2 inducible kinase
59697_at	376267	RAB15	AA582932	NM_198686	NA	RAB15, member RAS onocogene family
59705_at	51540	SCLY	AA911739	NM_016510	NA	selenocysteine lyase
59999_at	55662	HIF1AN	W37897	NM_017902	NA	hypoxia-inducible factor 1, alpha subunit inhibitor
60084_at	1540	CYLD	AI453099	NM_015247	NA	cylindromatosis (turban tumor syndrome)
60471_at	79890	RIN3	AA625133	NM_024832	NA	Ras and Rab interactor 3
60474_at	55612	C20orf42	AA469071	NM_017671	NA	chromosome 20 open reading frame 42
60528_at	8681	PLA2G4B	N71116	NM_005090	NA	phospholipase A2, group IVB (cytosolic)
60794_f_at	84914	ZNF587	AI400621	NM_032828	NA	zinc finger protein 587
60815_at	84820	MGC13098	AA601208	NA	NA	hypothetical protein MGC13098
61297_at	57513	CASKIN2	AL037338	NM_020753	NA	CASK interacting protein 2
61732_r_at	80173	CCDC2	AI610355	NM_025103	NA	coiled-coil domain containing 2
61734_at	57333	RCN3	AI797684	NM_020650	NA	reticulocalbin 3, EF-hand calcium binding domain
61874_at	11094	C9orf7	AL042496	NM_017586	NA	chromosome 9 open reading frame 7
62212_at	79078	C1orf50	W37846	NM_024097	NA	chromosome 1 open reading frame 50
62987_r_at	27092	CACNG4	AI675178	NM_014405	NA	calcium channel, voltage-dependent, gamma subunit 4
63009_at	55164	SHQ1	AI188402	NM_018130	NA	SHQ1 homolog (S. cerevisiae)
63305_at	63876	PKNOX2	D81792	NM_022062	NA	PBX/knotted 1 homeobox 2
63825_at	11057	ABHD2	AI557319	NA	NA	abhydrolase domain containing 2
64064_at	55340	GIMAP5	AI435089	NM_018384	NA	GTPase, IMAP family member 5
64371_at	10147	SFRS14	AI978718	NA	NA	splicing factor, arginine/serine-rich 14
64408_s_at	91860	CALML4	AW025529	NA	NA	calmodulin-like 4
64418_at	11276	AP1GBP1	AI472320	NA	NA	AP1 gamma subunit binding protein 1
64432_at	51275	FLJ39616	W05463	NM_016534	NA	apoptosis-related protein PNAS-1
64438_at	79701	FLJ22222	W19668	NA	NA	hypothetical protein FLJ22222
64440_at	84818	IL17RC	AI560217	NA	NA	interleukin 17 receptor C
64474_g_at	54487	DGCR8	AA203219	NM_022720	NA	DiGeorge syndrome critical region gene 8
64486_at	57175	CORO1B	AI341234	NA	NA	coronin, actin binding protein, 1B
64488_at	NA	NA	AW003091	NA	NA	CDNA FLJ46713 fis, clone TRACH3016885
64883_at	158747	MOSPD2	AI744083	NM_152581	NA	motile sperm domain containing 2
64899_at	64748	LPPR2	AA209463	NM_022737	NA	lipid phosphate phosphatase-related protein type 2
64900_at	NA	NA	AA401703	NA	NA	NA
64942_at	387509	GPR153	AI937160	NM_207370	NA	G protein-coupled receptor 153
65086_at	78992	YIPF2	Z78349	NM_024029	NA	Yip1 domain family, member 2
65133_i_at	83444	ZNHIT4	AI862454	NM_031288	NA	zinc finger, HIT type 4
65438_at	57707	KIAA1609	AA195124	NM_020947	NA	KIAA1609 protein
65472_at	388969	NA	AI161338	NM_001013649	NA	Hypothetical LOC388969
65493_at	63897	ABC1	AA555088	NM_022070	NA	amplified in breast cancer 1
65517_at	10053	AP1M2	AA910946	NM_005498	NA	adaptor-related protein complex 1, mu 2 subunit
65521_at	51619	UBE2D4	W74577	NM_015983	NA	ubiquitin-conjugating enzyme E2D 4 (putative)
65585_at	85002	FAM86B1	AA527515	NM_032916	NA	family with sequence similarity 86, member B1
65588_at	388796	LOC388796	AA827892	XM_373914	NA	hypothetical LOC388796
65591_at	57599	WDR48	N64681	NM_020839	NA	WD repeat domain 48
65630_at	283232	TMEM80	AI742455	NM_174940	NA	transmembrane protein 80
65635_at	64772	FLJ21865	AL044097	NM_022759	NA	endo-beta-N-acetylglucosaminidase
65718_at	25960	GPR124	AI655903	NM_032777	NA	G protein-coupled receptor 124
65770_at	89941	RHOT2	AI186666	NM_138769	NA	ras homolog gene family, member T2
65884_at	11253	MAN1B1	AA631254	NM_016219	NA	mannosidase, alpha, class 1B, member 1
66053_at	221092	HNRPUL2	AI738452	XM_495877	NA	heterogeneous nuclear ribonucleoprotein U-like 2
71933_at	7475	WNT6	AI218134	NM_006522	NA	wingless-type MMTV integration site family, member 6
74694_s_at	79874	RABEP2	AA907940	NM_024816	NA	rabaptin, RAB GTPase binding effector protein 2
76897_s_at	23307	KIAA0674	AA628140	XM_376903	NA	KIAA0674
77508_r_at	79874	RABEP2	AW001436	NM_024816	NA	rabaptin, RAB GTPase binding effector protein 2
78047_s_at	400843	LOC400843	AW001777	XM_378976	NA	hypothetical LOC400843
78330_at	63925	ZNF335	AA845577	NM_022095	NA	zinc finger protein 335
78383_at	10210	TOPORS	AI150117	NM_005802	NA	Topoisomerase I binding, arginine/serine-rich
78495_at	55537	DKFZp762P2111	R61320	NA	NA	hypothetical protein DKFZp762P2111
79005_at	79939	SLC35E1	AA504646	NM_024881	NA	solute carrier family 35, member E1
81737_at	441749	NA	AI424872	XM_497487	NA	Similar to Group X secretory phospholipase A2 precursor (Phosphatidylcholine 2-acylhydrolase GX) (GX sPLA2) (sPLA2-X)
81811_at	391733	NA	AI744451	XM_373053	NA	Similar to Microneme antigen
87100_at	11057	ABHD2	AI832249	NA	NA	Abhydrolase domain containing 2
89476_r_at	79716	NPEPL1	AA398062	NM_024663	NA	aminopeptidase-like 1
89948_at	63935	C20orf67	AI743331	NM_022104	NA	chromosome 20 open reading frame 67
89977_at	54988	FLJ20581	AI733019	NM_017888	NA	hypothetical protein FLJ20581
90265_at	11033	CENTA1	AW050627	NM_006869	NA	centaurin, alpha 1
90610_at	4034	LRCH4	AI654857	NM_002319	NA	leucine-rich repeats and calponin homology (CH) domain containing 4
91580_at	57408	HT017	W22117	NM_020678	NA	HT017 protein
91617_at	54487	DGCR8	AI028241	NM_022720	NA	DiGeorge syndrome critical region gene 8
91682_at	54512	EXOSC4	AI571298	NM_019037	NA	exosome component 4
91684_g_at	54512	EXOSC4	AI571298	NM_019037	NA	exosome component 4
91703_at	254102	EHBP1L1	AA149545	XM_170658	NA	EH domain binding protein 1-like 1
91816_f_at	399664	RKHD1	C18318	NM_203304	NA	ring finger and KH domain containing 1
91826_at	54869	EPS8L1	AI219073	NA	NA	EPS8-like 1
91920_at	63827	BCAN	AI205180	NA	NA	brevican
91952_at	90379	LOC90379	AI363375	XM_373433	NA	hypothetical protein BC002926
160020_at	4323	MMP14	Z48481	NM_004995	NA	matrix metallopeptidase 14 (membrane-inserted)
200000_s_at	10594	PRPF8	NM_006445	NM_006445	NA	NA
200001_at	826	CAPNS1	NM_001749	NA	NA	NA
200002_at	11224	RPL35	NM_007209	NM_007209	NA	NA
200003_s_at	6158	RPL28	NM_000991	NM_000991	NA	NA
200004_at	1982	EIF4G2	NM_001418	NM_001418	NA	NA
200005_at	8664	EIF3S7	NM_003753	NM_003753	NA	NA
200006_at	11315	PARK7	NM_007262	NM_007262	NA	NA
200007_at	6727	SRP14	NM_003134	NM_003134	NA	NA
200008_s_at	2665	GDI2	D13988	NM_001494	NA	NA
200009_at	2665	GDI2	NM_001494	NM_001494	NA	NA
200010_at	6135	RPL11	NM_000975	NM_000975	NA	NA
200011_s_at	377	ARF3	NM_001659	NM_001659	NA	NA
200012_x_at	6144	RPL21	NM_000982	NM_000982	NA	NA
200013_at	6152	RPL24	NM_000986	NM_000986	NA	NA
200014_s_at	3183	HNRPC	NM_004500	NA	NA	NA
200015_s_at	4735	Septin 2	NM_004404	NA	NA	NA
200016_x_at	3178	HNRPA1	NM_002136	NA	NA	NA
200017_at	6233	RPS27A	NM_002954	NM_002954	NA	NA
200018_at	6207	RPS13	NM_001017	NM_001017	NA	NA
200019_s_at	2197	FAU	NM_001997	NM_001997	NA	NA
200020_at	23435	TARDBP	NM_007375	NM_007375	NA	NA
200021_at	1072	CFL1	NM_005507	NM_005507	NA	NA
200022_at	6141	RPL18	NM_000979	NM_000979	NA	NA
200023_s_at	8665	EIF3S5	NM_003754	NM_003754	NA	NA
200024_at	6193	RPS5	NM_001009	NM_001009	NA	NA
200025_s_at	6155	RPL27	NM_000988	NM_000988	NA	NA
200026_at	NA	NA	NM_000995	NA	NA	NA
200027_at	4677	NARS	NM_004539	NM_004539	NA	NA
200028_s_at	56910	STARD7	NM_020151	NA	NA	NA
200029_at	6143	RPL19	NM_000981	NM_000981	NA	NA
200030_s_at	5250	SLC25A3	NM_002635	NA	NA	NA
200031_s_at	6205	RPS11	NM_001015	NM_001015	NA	NA
200032_s_at	6133	RPL9	NM_000661	NA	NA	NA
200033_at	1655	DDX5	NM_004396	NM_004396	NA	NA
200034_s_at	6128	RPL6	NM_000970	NA	NA	NA
200035_at	23399	DULLARD	NM_015343	NM_015343	NA	NA
200036_s_at	4736	RPL10A	NM_007104	NM_007104	NA	NA
200037_s_at	11335	CBX3	NM_016587	NA	NA	NA
200038_s_at	6139	RPL17	NM_000985	NA	NA	NA
200039_s_at	5690	PSMB2	NM_002794	NM_002794	NA	NA
200040_at	10657	KHDRBS1	NM_006559	NM_006559	NA	NA
200041_s_at	7919	BAT1	NM_004640	NA	NA	NA
200042_at	51493	HSPC117	NM_014306	NM_014306	NA	NA
200043_at	2079	ERH	NM_004450	NM_004450	NA	NA
200044_at	8683	SFRS9	NM_003769	NM_003769	NA	NA
200045_at	23	ABCF1	NM_001090	NA	NA	NA
200046_at	1603	DAD1	NM_001344	NM_001344	NA	NA
200047_s_at	7528	YY1	NM_003403	NM_003403	NA	NA
200048_s_at	10899	JTB	NM_006694	NM_006694	NA	NA
200049_at	11143	MYST2	NM_007067	NM_007067	NA	NA
200050_at	7705	ZNF146	NM_007145	NM_007145	NA	NA
200051_at	9092	SART1	NM_005146	NM_005146	NA	NA
200052_s_at	3608	ILF2	NM_004515	NM_004515	NA	NA
200053_at	9552	SPAG7	NM_004890	NM_004890	NA	NA
200054_at	8882	ZNF259	NM_003904	NM_003904	NA	NA
200055_at	6881	TAF10	NM_006284	NM_006284	NA	NA
200056_s_at	10438	C1D	NM_006333	NA	NA	NA
200057_s_at	4841	NONO	NM_007363	NM_007363	NA	NA
200058_s_at	23020	ASCC3L1	BC001417	NM_014014	NA	NA
200059_s_at	387	RHOA	BC001360	NM_001664	NA	NA
200060_s_at	10921	RNPS1	BC001659	NA	NA	NA
200061_s_at	6229	RPS24	BC000523	NA	NA	NA
200062_s_at	6156	RPL30	L05095	NM_000989	NA	NA
200063_s_at	4869	NPM1	BC002398	NA	NA	NA
200064_at	3326	HSPCB	AF275719	NM_007355	NA	NA
200065_s_at	375	ARF1	AF052179	NA	NA	NA
200066_at	3550	IK	AF182645	NM_006083	NA	NA
200067_x_at	8724	SNX3	AL078596	NA	NA	NA
200068_s_at	821	CANX	M94859	NA	NA	NA
200069_at	9733	SART3	AI656011	NM_014706	NA	NA
200070_at	27013	C2orf24	BC001393	NM_015680	NA	NA
200071_at	10285	SMNDC1	BF224259	NM_005871	NA	NA
200072_s_at	4670	HNRPM	AF061832	NA	NA	NA
